iter,mean_eval,pop_best_eval,median_eval,best_eval,worst_eval
1,-0.735622763633728,-0.49793076515197754,-0.7073508501052856,-0.49793076515197754,-1.0868730545043945
2,-0.7716190814971924,-0.45900651812553406,-0.7661723494529724,-0.45900651812553406,-1.2397583723068237
3,-0.6970522999763489,-0.4236496686935425,-0.7060366868972778,-0.4236496686935425,-1.2397583723068237
4,-0.7099456191062927,-0.37972667813301086,-0.7323258519172668,-0.37972667813301086,-1.2397583723068237
5,-0.7033827900886536,-0.4770228862762451,-0.7096460461616516,-0.37972667813301086,-1.2397583723068237
6,-0.7388128042221069,-0.2269798368215561,-0.7854774594306946,-0.2269798368215561,-1.2397583723068237
7,-0.6891738176345825,-0.3082282543182373,-0.6829478740692139,-0.2269798368215561,-1.2397583723068237
8,-0.735605776309967,-0.42132768034935,-0.7298993468284607,-0.2269798368215561,-1.2397583723068237
9,-0.6056247353553772,-0.3978344202041626,-0.5577396154403687,-0.2269798368215561,-1.2397583723068237
10,-0.6957218647003174,-0.40449684858322144,-0.7074459791183472,-0.2269798368215561,-1.2397583723068237
11,-0.5960397124290466,-0.3582218289375305,-0.6466706395149231,-0.2269798368215561,-1.2397583723068237
12,-0.6383285522460938,-0.3801293671131134,-0.6365887522697449,-0.2269798368215561,-1.2397583723068237
13,-0.5640739798545837,-0.3801467716693878,-0.6249226331710815,-0.2269798368215561,-1.2397583723068237
14,-0.6410202383995056,-0.27195966243743896,-0.6543660163879395,-0.2269798368215561,-1.2560756206512451
15,-0.5518824458122253,-0.38196584582328796,-0.5356204509735107,-0.2269798368215561,-1.2560756206512451
16,-0.6068920493125916,-0.3389984369277954,-0.6159308552742004,-0.2269798368215561,-1.2560756206512451
17,-0.5447490215301514,-0.3043402135372162,-0.544338583946228,-0.2269798368215561,-1.2560756206512451
18,-0.5877906680107117,-0.3548261821269989,-0.6252982020378113,-0.2269798368215561,-1.2560756206512451
19,-0.5553399920463562,-0.3610517680644989,-0.520649790763855,-0.2269798368215561,-1.2560756206512451
20,-0.6132131814956665,-0.3284151554107666,-0.6137977242469788,-0.2269798368215561,-1.2560756206512451
