iter,mean_eval,pop_best_eval,median_eval,best_eval,worst_eval
1,-1.2414488792419434,-0.9871981143951416,-1.1959477663040161,-0.9871981143951416,-1.6389213800430298
2,-1.2805976867675781,-1.0790446996688843,-1.223626732826233,-0.9871981143951416,-1.6389213800430298
3,-1.2829095125198364,-0.975104570388794,-1.239930272102356,-0.975104570388794,-1.6437140703201294
4,-1.3126333951950073,-0.9500266909599304,-1.2738533020019531,-0.9500266909599304,-1.9094843864440918
5,-1.217457890510559,-0.9956156015396118,-1.1750118732452393,-0.9500266909599304,-1.9094843864440918
6,-1.3235942125320435,-0.9409340620040894,-1.3404347896575928,-0.9409340620040894,-1.9094843864440918
7,-1.3245052099227905,-1.0001857280731201,-1.2699931859970093,-0.9409340620040894,-1.9094843864440918
8,-1.2330470085144043,-0.9592921733856201,-1.1733908653259277,-0.9409340620040894,-1.9094843864440918
9,-1.3837323188781738,-1.0044946670532227,-1.3388983011245728,-0.9409340620040894,-2.0616462230682373
10,-1.3899483680725098,-1.042601227760315,-1.3921128511428833,-0.9409340620040894,-2.0616462230682373
11,-1.289429783821106,-0.9794783592224121,-1.2893034219741821,-0.9409340620040894,-2.0616462230682373
12,-1.3012923002243042,-1.0584715604782104,-1.302437424659729,-0.9409340620040894,-2.0616462230682373
13,-1.265311598777771,-0.9049429893493652,-1.2277092933654785,-0.9049429893493652,-2.0616462230682373
14,-1.2861746549606323,-1.046146273612976,-1.2028346061706543,-0.9049429893493652,-2.0616462230682373
15,-1.3460688591003418,-0.9946357011795044,-1.3993841409683228,-0.9049429893493652,-2.0616462230682373
16,-1.337634801864624,-0.9446467757225037,-1.4431599378585815,-0.9049429893493652,-2.0616462230682373
17,-1.276223063468933,-0.9842678308486938,-1.176666021347046,-0.9049429893493652,-2.0616462230682373
18,-1.28879976272583,-1.0086115598678589,-1.2440884113311768,-0.9049429893493652,-2.0616462230682373
19,-1.2640429735183716,-0.938689112663269,-1.1974811553955078,-0.9049429893493652,-2.0616462230682373
20,-1.4693260192871094,-1.043730616569519,-1.5887036323547363,-0.9049429893493652,-2.25325870513916
