iter,mean_eval,pop_best_eval,median_eval,best_eval,worst_eval
1,-0.5678672790527344,-0.3194139003753662,-0.5730815529823303,-0.3194139003753662,-0.8937353491783142
2,-0.571251392364502,-0.21929821372032166,-0.5516774654388428,-0.21929821372032166,-0.9654850959777832
3,-0.5947550535202026,-0.2779620289802551,-0.6280028223991394,-0.21929821372032166,-0.9654850959777832
4,-0.5622405409812927,-0.23564393818378448,-0.5699633359909058,-0.21929821372032166,-1.1162878274917603
5,-0.6006715297698975,-0.3224928677082062,-0.5792519450187683,-0.21929821372032166,-1.1162878274917603
6,-0.602057695388794,-0.3636156916618347,-0.599068284034729,-0.21929821372032166,-1.1162878274917603
7,-0.5684522986412048,-0.28258106112480164,-0.595217227935791,-0.21929821372032166,-1.1162878274917603
8,-0.5238272547721863,-0.17219972610473633,-0.5194836854934692,-0.17219972610473633,-1.1162878274917603
9,-0.49815815687179565,-0.13347327709197998,-0.5029470920562744,-0.13347327709197998,-1.1162878274917603
10,-0.4993654489517212,-0.25022944808006287,-0.45705440640449524,-0.13347327709197998,-1.1162878274917603
11,-0.5468809604644775,-0.24375802278518677,-0.5500357747077942,-0.13347327709197998,-1.1162878274917603
12,-0.5427854061126709,-0.16404742002487183,-0.5971071124076843,-0.13347327709197998,-1.1162878274917603
13,-0.5841725468635559,-0.19047735631465912,-0.5975699424743652,-0.13347327709197998,-1.1162878274917603
14,-0.5838780999183655,-0.2699546217918396,-0.5975079536437988,-0.13347327709197998,-1.1162878274917603
15,-0.5726578235626221,-0.26274770498275757,-0.523232102394104,-0.13347327709197998,-1.1162878274917603
16,-0.5272589921951294,-0.24241246283054352,-0.5161052942276001,-0.13347327709197998,-1.1162878274917603
17,-0.5463937520980835,-0.31318750977516174,-0.5126288533210754,-0.13347327709197998,-1.2771713733673096
18,-0.49562618136405945,-0.18290381133556366,-0.4639034569263458,-0.13347327709197998,-1.2771713733673096
19,-0.43107521533966064,-0.26762571930885315,-0.3856722116470337,-0.13347327709197998,-1.2771713733673096
20,-0.4565314054489136,-0.2557676434516907,-0.42240291833877563,-0.13347327709197998,-1.2771713733673096
