iter,mean_eval,pop_best_eval,median_eval,best_eval,worst_eval
1,-0.5314226746559143,-0.29009488224983215,-0.5362571477890015,-0.29009488224983215,-0.9965929388999939
2,-0.5989274978637695,-0.14347593486309052,-0.6082820296287537,-0.14347593486309052,-0.9965929388999939
3,-0.5272263884544373,-0.09648865461349487,-0.5217742323875427,-0.09648865461349487,-0.9965929388999939
4,-0.5577120184898376,-0.1762419044971466,-0.5644986033439636,-0.09648865461349487,-0.9965929388999939
5,-0.5544129610061646,-0.018553877249360085,-0.5102189183235168,-0.018553877249360085,-1.2471659183502197
6,-0.5189937949180603,-0.13599893450737,-0.5388190746307373,-0.018553877249360085,-1.2471659183502197
7,-0.5060263276100159,-0.21875005960464478,-0.4811581075191498,-0.018553877249360085,-1.2471659183502197
8,-0.4880513846874237,-0.10854070633649826,-0.40717244148254395,-0.018553877249360085,-1.2471659183502197
9,-0.5489401817321777,-0.20794428884983063,-0.5701799392700195,-0.018553877249360085,-1.2471659183502197
10,-0.5714145302772522,-0.23622600734233856,-0.5790738463401794,-0.018553877249360085,-1.2471659183502197
11,-0.48860451579093933,-0.1918564736843109,-0.5162728428840637,-0.018553877249360085,-1.2471659183502197
12,-0.5144570469856262,0.015332914888858795,-0.5276150703430176,0.015332914888858795,-1.2471659183502197
13,-0.4779253304004669,-0.27505773305892944,-0.4645838439464569,0.015332914888858795,-1.2471659183502197
14,-0.4702974557876587,-0.25007733702659607,-0.40024077892303467,0.015332914888858795,-1.2471659183502197
15,-0.4307314157485962,-0.18160538375377655,-0.354849249124527,0.015332914888858795,-1.5775246620178223
16,-0.39891767501831055,-0.1630617380142212,-0.3639043867588043,0.015332914888858795,-1.5775246620178223
17,-0.40293624997138977,-0.22530527412891388,-0.3640882968902588,0.015332914888858795,-1.5775246620178223
18,-0.4169695973396301,-0.20803116261959076,-0.36897605657577515,0.015332914888858795,-1.5775246620178223
19,-0.4564659297466278,-0.29028281569480896,-0.37171313166618347,0.015332914888858795,-1.5775246620178223
20,-0.5040230751037598,-0.3031160533428192,-0.4679032862186432,0.015332914888858795,-1.5775246620178223
