iter,mean_eval,median_eval,pop_best_eval,best_eval,worst_eval
1,0.12665767967700958,0.12409935146570206,0.613969624042511,0.613969624042511,-0.35229137539863586
2,0.18702812492847443,0.3371852934360504,0.5434945821762085,0.613969624042511,-0.35229137539863586
3,0.2705632150173187,0.33937785029411316,0.9121581315994263,0.9121581315994263,-0.35229137539863586
4,0.2381303757429123,0.3464409410953522,0.6354491114616394,0.9121581315994263,-0.4397532343864441
5,0.27708765864372253,0.353494793176651,0.6871590614318848,0.9121581315994263,-0.4587398171424866
6,0.21269778907299042,0.34414762258529663,0.6270270347595215,0.9121581315994263,-0.4587398171424866
7,0.06745868176221848,-0.06767865270376205,0.5677697062492371,0.9121581315994263,-0.4742724299430847
8,0.20902635157108307,0.33670753240585327,0.45539459586143494,0.9121581315994263,-0.4742724299430847
9,0.2950095236301422,0.3331381678581238,0.8326367139816284,0.9121581315994263,-0.4742724299430847
10,0.2589266300201416,0.3327624499797821,0.8959996104240417,0.9121581315994263,-0.4742724299430847
11,0.18034620583057404,0.305418998003006,0.6908330917358398,0.9121581315994263,-0.4742724299430847
12,0.1289025992155075,0.2542708218097687,0.5815569162368774,0.9121581315994263,-0.4742724299430847
13,0.21529138088226318,0.337770015001297,0.5213190317153931,0.9121581315994263,-0.4742724299430847
14,0.2692292332649231,0.33415037393569946,0.4553110897541046,0.9121581315994263,-0.4742724299430847
15,0.3485599458217621,0.35825154185295105,0.6365346312522888,0.9121581315994263,-0.4742724299430847
16,0.3345250189304352,0.36898261308670044,0.5931937098503113,0.9121581315994263,-0.4742724299430847
17,0.3332458436489105,0.3691636919975281,0.8755271434783936,0.9121581315994263,-0.4742724299430847
18,0.26067593693733215,0.35112547874450684,1.0542304515838623,1.0542304515838623,-0.4742724299430847
19,0.40902072191238403,0.3737395703792572,0.790669858455658,1.0542304515838623,-0.4742724299430847
20,0.40988680720329285,0.3648427724838257,1.0496479272842407,1.0542304515838623,-0.4742724299430847
21,0.27425631880760193,0.3462817072868347,0.8608503341674805,1.0542304515838623,-0.4742724299430847
22,0.30152636766433716,0.34564247727394104,0.7811854481697083,1.0542304515838623,-0.4742724299430847
23,0.31471768021583557,0.3324100375175476,0.6028164029121399,1.0542304515838623,-0.4742724299430847
24,0.30512019991874695,0.34932491183280945,0.7283981442451477,1.0542304515838623,-0.4742724299430847
25,0.302949994802475,0.3436431288719177,0.8830276131629944,1.0542304515838623,-0.4742724299430847
26,0.3763642907142639,0.36695006489753723,0.9500651359558105,1.0542304515838623,-0.4742724299430847
27,0.31289827823638916,0.37516099214553833,1.1181020736694336,1.1181020736694336,-0.4742724299430847
28,0.29121360182762146,0.36400341987609863,0.6738913059234619,1.1181020736694336,-0.4742724299430847
29,0.3404071033000946,0.34226998686790466,0.9812713265419006,1.1181020736694336,-0.4742724299430847
