iter,mean_eval,pop_best_eval,median_eval,best_eval,worst_eval
1,-1.3549299240112305,-1.1197677850723267,-1.341866135597229,-1.1197677850723267,-1.605122685432434
2,-1.3012686967849731,-1.080052137374878,-1.2920500040054321,-1.080052137374878,-1.605122685432434
3,-1.319870114326477,-1.0874168872833252,-1.3029112815856934,-1.080052137374878,-1.605122685432434
4,-1.3147578239440918,-1.101556420326233,-1.304903268814087,-1.080052137374878,-1.605122685432434
5,-1.2765319347381592,-1.0521482229232788,-1.2703946828842163,-1.0521482229232788,-1.605122685432434
6,-1.3189235925674438,-1.0503278970718384,-1.2887667417526245,-1.0503278970718384,-1.605122685432434
7,-1.332300066947937,-1.0277431011199951,-1.299915075302124,-1.0277431011199951,-1.605122685432434
8,-1.2883073091506958,-1.04802668094635,-1.3025932312011719,-1.0277431011199951,-1.605122685432434
9,-1.3460808992385864,-1.106811285018921,-1.307884931564331,-1.0277431011199951,-1.605122685432434
10,-1.2898157835006714,-1.0583161115646362,-1.2441328763961792,-1.0277431011199951,-1.605122685432434
11,-1.2981399297714233,-1.089667797088623,-1.2616485357284546,-1.0277431011199951,-1.6131298542022705
12,-1.2873040437698364,-1.0304487943649292,-1.2386159896850586,-1.0277431011199951,-1.6131298542022705
13,-1.2472869157791138,-1.0899858474731445,-1.23672354221344,-1.0277431011199951,-1.6131298542022705
14,-1.2635754346847534,-1.065692663192749,-1.2470002174377441,-1.0277431011199951,-1.6131298542022705
15,-1.1741315126419067,-0.9600237607955933,-1.209895133972168,-0.9600237607955933,-1.6131298542022705
16,-1.2300465106964111,-0.9764260053634644,-1.2174099683761597,-0.9600237607955933,-1.6131298542022705
17,-1.2124890089035034,-1.0273208618164062,-1.217568039894104,-0.9600237607955933,-1.6131298542022705
18,-1.1863824129104614,-0.9893905520439148,-1.1960519552230835,-0.9600237607955933,-1.6131298542022705
19,-1.1704615354537964,-1.0203403234481812,-1.1660774946212769,-0.9600237607955933,-1.6131298542022705
20,-1.1399158239364624,-0.9692333340644836,-1.1010969877243042,-0.9600237607955933,-1.6131298542022705
21,-1.2132155895233154,-1.0230586528778076,-1.2351322174072266,-0.9600237607955933,-1.6131298542022705
22,-1.201245665550232,-0.8865741491317749,-1.2370364665985107,-0.8865741491317749,-1.6131298542022705
23,-1.2350584268569946,-1.007514476776123,-1.2375690937042236,-0.8865741491317749,-1.6131298542022705
24,-1.16806161403656,-0.8577924966812134,-1.1358436346054077,-0.8577924966812134,-1.6131298542022705
25,-1.2100088596343994,-0.9836804270744324,-1.2407493591308594,-0.8577924966812134,-1.6131298542022705
26,-1.1759675741195679,-0.9541515111923218,-1.2268012762069702,-0.8577924966812134,-1.6131298542022705
27,-1.1687625646591187,-1.0169867277145386,-1.2022312879562378,-0.8577924966812134,-1.6131298542022705
28,-1.230656385421753,-1.0019054412841797,-1.2251455783843994,-0.8577924966812134,-1.6131298542022705
29,-1.162962794303894,-0.9270485639572144,-1.1923894882202148,-0.8577924966812134,-1.6131298542022705
30,-1.2175302505493164,-0.9739494919776917,-1.2077767848968506,-0.8577924966812134,-1.6131298542022705
31,-1.156325340270996,-1.0037460327148438,-1.1551374197006226,-0.8577924966812134,-1.6131298542022705
32,-1.2218760251998901,-0.8373710513114929,-1.264572024345398,-0.8373710513114929,-1.6131298542022705
33,-1.2319749593734741,-1.004638671875,-1.2467305660247803,-0.8373710513114929,-1.6131298542022705
34,-1.1749032735824585,-0.999755859375,-1.2277880907058716,-0.8373710513114929,-1.6131298542022705
35,-1.1527520418167114,-0.9679088592529297,-1.16688072681427,-0.8373710513114929,-1.6131298542022705
36,-1.0933728218078613,-0.9163169264793396,-1.102454423904419,-0.8373710513114929,-1.6131298542022705
37,-1.0888338088989258,-0.8848022818565369,-1.0654348134994507,-0.8373710513114929,-1.6131298542022705
38,-1.1309620141983032,-0.8376656174659729,-1.1518317461013794,-0.8373710513114929,-1.6131298542022705
39,-1.1373276710510254,-0.9520286917686462,-1.181501030921936,-0.8373710513114929,-1.6131298542022705
40,-1.1131447553634644,-0.9064439535140991,-1.089213490486145,-0.8373710513114929,-1.6131298542022705
