iter,mean_eval,pop_best_eval,median_eval,best_eval,worst_eval
1,-0.9938123226165771,0.18164052069187164,-1.0085666179656982,0.18164052069187164,-1.600138545036316
2,-1.025647521018982,-0.35994359850883484,-0.8982037305831909,0.18164052069187164,-1.600138545036316
3,-0.9468072056770325,-0.031148236244916916,-0.9855002164840698,0.18164052069187164,-1.600138545036316
4,-0.9822527766227722,-0.012165120802819729,-1.046019434928894,0.18164052069187164,-1.600138545036316
5,-0.7578684091567993,0.24593527615070343,-0.6957847476005554,0.24593527615070343,-1.600138545036316
6,-0.8362864851951599,-0.2692316174507141,-0.8550393581390381,0.24593527615070343,-1.600138545036316
7,-0.8156566619873047,0.14005638659000397,-0.9021782875061035,0.24593527615070343,-1.600138545036316
8,-0.8770629167556763,0.19357837736606598,-0.8498507142066956,0.24593527615070343,-1.600138545036316
9,-0.7297835350036621,0.11315158009529114,-0.7363459467887878,0.24593527615070343,-1.600138545036316
10,-0.8364410400390625,0.15964047610759735,-0.8413826823234558,0.24593527615070343,-1.600138545036316
11,-0.5948576331138611,0.13390518724918365,-0.6225889325141907,0.24593527615070343,-1.600138545036316
12,-0.6965463161468506,0.1540127843618393,-0.7332522869110107,0.24593527615070343,-1.600138545036316
13,-0.6601377725601196,0.13792583346366882,-0.7413719892501831,0.24593527615070343,-1.600138545036316
14,-0.6866700649261475,0.1580587923526764,-0.7224359512329102,0.24593527615070343,-1.600138545036316
15,-0.7179317474365234,0.0576971210539341,-0.7208390235900879,0.24593527615070343,-1.600138545036316
16,-0.6598479151725769,0.012644413858652115,-0.7083894610404968,0.24593527615070343,-1.600138545036316
17,-0.6459475159645081,0.11273866146802902,-0.7357009053230286,0.24593527615070343,-1.600138545036316
18,-0.6150147914886475,0.026413949206471443,-0.6865417957305908,0.24593527615070343,-1.600138545036316
19,-0.6061182618141174,0.08726143091917038,-0.6804726123809814,0.24593527615070343,-1.600138545036316
20,-0.5103105902671814,0.12758898735046387,-0.6645426154136658,0.24593527615070343,-1.600138545036316
21,-0.6069250702857971,0.16771520674228668,-0.6840211749076843,0.24593527615070343,-1.600138545036316
22,-0.5278611183166504,0.05914764106273651,-0.5008055567741394,0.24593527615070343,-1.600138545036316
23,-0.44092488288879395,0.07060138881206512,-0.36742499470710754,0.24593527615070343,-1.600138545036316
24,-0.4471759796142578,0.24339352548122406,-0.42602208256721497,0.24593527615070343,-1.600138545036316
25,-0.45243221521377563,0.12496578693389893,-0.37824374437332153,0.24593527615070343,-1.600138545036316
26,-0.4985801875591278,0.015541700646281242,-0.35307833552360535,0.24593527615070343,-1.600138545036316
27,-0.4411523938179016,0.23536019027233124,-0.507257342338562,0.24593527615070343,-1.600138545036316
28,-0.35864585638046265,0.14630672335624695,-0.2887306809425354,0.24593527615070343,-1.600138545036316
29,-0.3750573992729187,0.13627874851226807,-0.2603766918182373,0.24593527615070343,-1.600138545036316
30,-0.38724571466445923,0.139717236161232,-0.10553867369890213,0.24593527615070343,-1.600138545036316
31,-0.6698861122131348,0.10427941381931305,-0.5830792784690857,0.24593527615070343,-1.600138545036316
32,-0.44580626487731934,0.1940726488828659,-0.5079115033149719,0.24593527615070343,-1.600138545036316
33,-0.4093039035797119,0.16171260178089142,-0.3657309412956238,0.24593527615070343,-1.600138545036316
34,-0.49783143401145935,0.043942809104919434,-0.4065949618816376,0.24593527615070343,-1.600138545036316
35,-0.5180263519287109,0.1817115843296051,-0.5869003534317017,0.24593527615070343,-1.600138545036316
36,-0.841619074344635,-0.03459743782877922,-0.8005449771881104,0.24593527615070343,-1.600138545036316
37,-0.47290948033332825,0.1686631590127945,-0.5361575484275818,0.24593527615070343,-1.600138545036316
38,-0.5390739440917969,0.0569613054394722,-0.6417328119277954,0.24593527615070343,-1.600138545036316
39,-0.5925237536430359,0.2039390653371811,-0.6576738953590393,0.24593527615070343,-1.600138545036316
40,-0.6041048169136047,0.08537198603153229,-0.4731653034687042,0.24593527615070343,-1.7722315788269043
